"Estación","Título","latitud","longitud","Fecha","Periodo","SO2","NO","NO2","CO","PM10","O3","dd","vv","TMP","HR","PRB","RS","LL","BEN","TOL","MXIL","PM25"
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",12,3,16,49,NA,68,25,292,0.11,14.6,93,1012,99,0,0.36,1.66,4.53,15
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",11,1,11,33,NA,49,45,300,0.19,14.2,93,1012,110,0,0.39,0.9,3.21,15
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",10,2,7,27,NA,49,55,320,0.39,13.9,92,1011,90,0,0.2,0.53,2.37,15
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",9,2,8,31,NA,54,49,314,0.33,13.6,94,1011,62,0,0.17,0.3,1.55,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",8,1,12,37,NA,26,45,326,0.27,13.3,94,1011,53,0,0.44,0.51,1.71,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",7,3,10,32,NA,37,47,271,0.29,14.5,80,1010,53,0,0.21,0.26,1.2,16
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",6,1,2,18,NA,24,61,225,0.27,13.9,86,1009,53,0,0.29,0.22,1.06,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",5,1,1,10,NA,14,69,225,0.27,13,97,1009,53,0,0.62,0.22,1.22,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",4,1,1,10,NA,35,72,258,0.42,13.2,96,1009,53,0.2,0.48,0.22,1.24,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",3,1,1,10,NA,30,70,260,0.48,13.9,96,1009,53,0.2,0.53,0.22,1.32,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",2,1,1,12,NA,25,65,277,0.68,14.2,97,1009,53,0.4,0.17,0.22,1.91,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-10",1,1,1,4,NA,10,66,215,0.41,14.7,89,1008,53,0.2,0.13,0.22,1.1,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",24,1,1,4,NA,12,70,188,0.79,14.2,93,1008,53,0.2,0.15,0.31,2.03,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",23,1,1,11,NA,12,58,184,0.27,12.5,97,1009,53,0.8,0.2,1.52,3.45,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",22,1,1,14,NA,17,56,174,0.24,12.5,91,1009,53,0.6,0.32,1.2,3.28,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",21,1,2,22,NA,14,50,183,0.27,12.9,80,1010,53,0.2,0.39,1.48,3.77,10
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",20,1,5,32,NA,17,40,190,0.26,12.4,73,1011,53,0,0.59,2.06,5.55,12
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",19,2,25,55,NA,26,18,229,0.13,11.2,77,1012,53,0,0.76,2.48,4.92,12
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",18,1,14,48,NA,17,27,166,0.11,10.9,74,1013,53,0,0.52,2.34,5.03,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",17,1,11,53,NA,28,20,152,0.18,11.2,74,1015,53,0.2,0.66,4.43,11.26,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",16,1,11,51,NA,30,22,156,0.1,12.2,64,1016,53,0,0.6,2.46,7.99,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",15,2,16,48,NA,30,29,183,0.11,12.8,60,1016,93,0,0.68,2.18,9.58,24
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",9,3,13,41,NA,NA,18,192,0.1,8.2,87,1018,57,0,0.26,0.56,0.75,NA
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",8,3,11,36,NA,14,21,184,0.17,8.1,88,1018,53,0,0.24,0.25,0.61,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",7,3,7,30,NA,16,27,189,0.1,8.1,87,1018,53,0,0.2,0.57,0.5,1
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",6,3,2,17,NA,12,39,190,0.12,7.7,90,1018,53,0,0.14,0.22,0.33,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",5,2,1,10,NA,9,48,186,0.14,7.8,91,1017,53,0,0.14,0.22,0.25,2
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",4,3,1,5,NA,8,55,187,0.18,7.7,93,1018,53,0,0.13,0.22,0.25,3
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",3,2,1,3,NA,9,59,189,0.14,7.5,96,1018,53,0.6,0.13,0.22,0.23,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",2,2,1,4,NA,18,59,188,0.2,7.5,94,1017,53,0,0.14,0.22,0.26,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-09",1,3,1,4,NA,8,62,194,0.26,7.6,95,1017,53,0,0.13,0.22,0.27,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",24,3,1,4,NA,10,63,182,0.14,7.1,99,1017,53,0,0.14,0.22,0.44,10
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",23,3,1,6,NA,11,63,196,0.36,7.1,100,1017,53,1.2,0.13,0.22,0.63,11
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",22,3,1,12,NA,11,58,207,0.18,7.1,100,1017,53,0.2,0.2,0.37,0.96,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",21,3,3,17,NA,10,52,187,0.25,7.3,100,1016,53,1.4,0.26,0.63,1.31,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",20,3,4,25,NA,10,45,200,0.22,7.5,100,1016,53,1.4,0.23,0.29,0.76,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",19,3,4,23,NA,11,46,154,0.17,7.3,100,1016,53,4,0.19,0.24,0.66,12
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",18,3,3,22,NA,10,47,195,0.31,7.6,100,1015,53,1.4,0.42,0.35,0.75,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",17,3,5,25,NA,10,43,178,0.3,7.7,99,1015,54,6,0.17,0.22,0.4,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",16,3,3,14,NA,9,56,199,0.28,8.1,97,1014,66,0.6,0.14,0.22,0.4,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",15,2,2,11,NA,6,60,199,0.71,8.3,94,1013,109,0.4,0.15,0.22,0.51,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",14,2,3,13,NA,14,57,188,0.45,7.9,98,1013,153,0.4,0.16,0.22,0.46,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",13,2,4,13,NA,10,55,197,0.55,8.2,93,1013,125,0.4,0.15,0.22,0.34,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",12,2,3,12,NA,11,56,188,0.4,7.9,97,1013,155,0,0.2,0.24,0.53,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",11,2,3,21,NA,12,48,184,0.11,7.4,100,1013,96,0.4,0.29,0.42,0.42,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",10,2,3,17,NA,10,52,199,0.11,7.4,100,1012,57,2.4,0.13,0.22,0.23,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",9,2,1,7,NA,9,65,194,0.47,7.3,96,1011,55,0.4,0.13,0.22,0.23,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",8,2,1,7,NA,8,63,145,0.56,7,100,1010,53,0,0.13,0.22,0.23,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",7,2,1,6,NA,7,66,181,0.29,6.8,100,1009,53,1.8,0.16,0.22,0.23,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",6,2,1,6,NA,8,64,255,0.27,7,100,1008,53,0.8,0.13,0.22,0.23,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",5,2,1,4,NA,14,66,200,0.44,7.6,97,1007,53,1.4,0.13,0.22,0.23,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",4,2,1,4,NA,14,65,197,0.58,7.8,98,1007,53,0,0.15,0.22,0.23,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",3,2,1,4,NA,19,66,224,0.52,8.2,96,1006,53,6.4,0.13,0.22,0.23,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",2,2,1,3,NA,13,69,188,0.39,8.5,94,1005,53,0,0.19,0.22,0.24,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-08",1,4,1,10,NA,23,63,237,0.38,8.8,94,1005,53,0.6,0.29,0.22,0.41,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",24,3,1,9,NA,27,64,216,0.22,8.2,96,1004,53,0.6,0.17,0.22,0.26,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",23,2,1,5,NA,18,71,197,0.51,8,96,1003,53,3.8,0.13,0.22,0.23,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",22,2,2,8,NA,11,69,216,0.61,8.6,91,1003,53,1.2,0.14,0.22,0.23,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",21,2,2,11,NA,12,68,227,0.55,8.9,90,1002,53,0.4,0.18,0.22,0.68,11
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",20,2,2,11,NA,20,67,229,0.65,9.3,89,1002,53,1.2,0.14,0.22,0.8,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",19,2,4,11,NA,17,67,226,0.91,9.3,86,1002,53,0.4,0.13,0.22,0.23,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",18,3,3,13,NA,21,67,267,0.94,10.3,80,1002,53,0,0.45,0.42,0.48,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",17,4,3,13,NA,24,66,239,0.66,10.1,84,1002,55,0.6,0.14,0.23,0.32,16
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",16,2,3,11,NA,16,67,224,0.97,9.7,87,1002,59,0.2,0.17,0.22,0.3,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",15,6,3,10,NA,16,69,239,1.09,9.9,89,1002,100,1.4,0.19,0.22,0.26,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",14,6,3,11,NA,13,67,243,0.99,10.4,87,1001,107,0.4,0.21,0.25,0.97,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",13,6,6,19,NA,19,60,225,0.66,10.1,95,1002,141,0.8,0.2,0.22,0.75,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",12,7,3,12,NA,12,68,214,0.89,9.7,97,1003,81,2,0.24,0.22,0.6,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",11,7,4,15,NA,13,65,261,0.88,10.9,89,1003,70,2.4,0.14,0.22,0.73,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",10,6,3,13,NA,14,66,220,0.92,11.4,85,1002,88,0,0.14,0.22,1.04,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",9,6,2,14,NA,14,62,209,0.59,10.3,96,1003,54,0.2,0.14,0.22,1.61,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",8,6,2,13,NA,13,65,223,0.58,10.9,89,1002,53,0.4,0.56,1.1,1.47,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",7,6,1,18,NA,10,56,218,0.22,10.8,92,1003,53,0.2,0.14,0.22,0.28,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",6,6,1,9,NA,10,65,207,0.22,11.2,94,1003,53,0.2,0.23,0.22,0.23,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",5,7,1,14,NA,28,63,264,0.35,11.4,97,1003,53,0,0.18,0.22,0.23,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",4,6,1,14,NA,29,66,266,0.48,11.4,100,1003,53,0.4,0.24,0.22,0.23,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",3,6,1,8,NA,13,66,250,0.63,12,99,1003,53,0.6,0.39,0.22,0.23,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",2,5,1,5,NA,8,63,222,0.53,11,100,1003,53,1.2,0.13,0.22,0.23,1
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-07",1,5,1,5,NA,10,60,185,0.1,9.8,100,1003,53,0.8,0.38,0.62,2.14,3
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",24,4,1,12,NA,12,47,244,0.1,8.6,100,1004,53,2,0.5,1.29,2.52,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",23,4,4,20,NA,10,41,139,0.1,8.8,100,1004,53,3.8,0.44,1.08,2.2,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",22,4,3,19,NA,9,46,176,0.1,8.8,100,1006,53,6,0.42,0.9,1.98,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",21,4,2,22,NA,10,44,182,0.1,8.6,100,1007,53,1.8,0.41,0.87,1.89,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",20,5,2,20,NA,17,45,188,0.1,8.6,100,1008,53,1.4,0.3,0.38,1.29,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",19,5,3,20,NA,8,46,182,0.16,8.6,98,1008,53,0.4,0.28,0.24,1.12,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",18,4,3,21,NA,11,44,180,0.1,8.3,99,1008,53,0.4,0.33,0.36,1.38,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",17,4,3,19,NA,12,46,187,0.11,8.4,96,1008,53,0.4,0.28,0.25,1.22,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",16,5,3,17,NA,12,47,183,0.11,8.5,93,1009,55,0.2,0.25,0.26,1.4,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",15,4,2,13,NA,14,53,192,0.18,8.3,95,1009,83,0.2,0.32,0.61,1.61,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",14,4,4,17,NA,9,50,195,0.26,8.2,97,1009,86,0.6,0.33,0.45,1.35,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",13,3,4,17,NA,17,48,191,0.2,8.3,96,1010,85,0.4,0.25,0.25,0.99,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",12,4,4,14,NA,11,51,192,0.27,8.2,98,1010,129,0.4,0.29,0.45,1.31,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",11,4,3,13,NA,11,51,202,0.24,7.7,99,1010,87,0.8,0.16,0.24,0.83,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",10,4,2,8,NA,9,59,189,0.49,7.8,95,1009,124,0,0.13,0.22,0.59,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",9,4,2,8,NA,8,59,197,0.19,7,99,1009,68,0.2,0.13,0.22,0.57,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",8,4,1,7,NA,9,61,187,0.14,6.7,100,1009,53,0.2,0.13,0.22,0.45,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",7,4,1,8,NA,10,59,189,0.18,6.4,100,1009,53,1.2,0.13,0.22,0.5,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",6,4,1,6,NA,13,60,123,0.1,6.2,100,1008,53,2,0.13,0.22,0.47,2
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",5,4,1,3,NA,6,65,190,0.16,6.3,100,1008,53,1.4,0.14,0.22,0.4,15
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",4,3,1,2,NA,13,66,240,0.28,6.4,98,1008,53,0.8,0.13,0.22,0.35,2
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",3,4,1,2,NA,5,68,183,0.35,6.2,100,1008,53,1,0.13,0.22,0.37,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",2,3,1,2,NA,9,68,197,0.5,6.1,100,1008,53,2.4,0.13,0.22,0.33,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-06",1,4,1,2,NA,13,69,180,0.37,6.3,99,1007,53,2,0.13,0.22,0.38,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",24,4,1,4,NA,13,68,191,0.46,6.3,99,1007,53,1,0.14,0.22,0.58,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",23,4,1,3,NA,13,70,190,0.8,6.2,99,1007,53,0.8,0.14,0.23,0.79,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",22,4,1,7,NA,8,66,194,0.65,6.3,98,1007,53,0.8,0.23,0.43,1.17,11
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",21,4,4,20,NA,14,53,199,0.39,6.3,100,1007,53,1.4,0.32,0.65,1.35,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",20,4,3,17,NA,21,56,215,0.68,6.5,98,1006,53,1.2,0.25,0.37,0.89,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",19,4,4,18,NA,15,56,188,0.56,6.5,99,1005,53,0.4,0.22,0.26,0.73,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",18,3,4,17,NA,9,53,188,0.6,6.1,100,1005,53,2.4,0.2,0.23,0.78,3
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",17,4,4,16,NA,7,53,194,0.68,6.6,98,1004,53,1.8,0.22,0.29,0.86,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",16,3,3,16,NA,7,53,199,0.55,6.5,100,1004,59,0.2,0.28,0.79,1.36,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",15,4,4,18,NA,15,52,187,0.65,6.1,100,1003,66,4,0.22,0.42,1,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",14,4,4,19,NA,10,49,182,0.55,6.2,100,1003,65,4.8,0.24,0.45,0.99,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",13,4,5,19,NA,9,51,195,0.89,6.2,100,1003,53,2,0.23,0.77,0.86,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",12,5,4,19,NA,10,52,184,0.66,6,100,1003,87,2.2,0.19,0.34,1.01,2
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",11,4,5,22,NA,9,48,187,0.54,5.7,100,1003,57,5.2,0.2,0.32,1.01,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",10,4,2,13,NA,9,58,179,0.68,5.5,100,1002,56,3.4,0.13,0.22,0.38,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",9,4,3,12,NA,11,59,194,0.74,6,99,1001,53,2.6,0.13,0.22,0.28,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",8,4,2,10,NA,14,62,188,0.49,5.8,100,1000,53,0.4,0.13,0.22,0.26,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",7,4,2,8,NA,16,66,186,0.57,5.9,96,1000,53,1.4,0.13,0.22,0.24,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",6,4,1,6,NA,9,65,192,0.64,6.5,89,999,53,0.4,0.13,0.22,0.24,2
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",5,4,1,5,NA,7,67,189,0.63,6.1,92,999,53,0.2,0.13,0.22,0.23,9
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",4,4,1,3,NA,6,67,190,0.45,5.8,96,999,53,0.6,0.13,0.22,0.23,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",3,4,1,3,NA,13,66,187,0.47,5.6,96,998,53,1.2,0.13,0.22,0.23,1
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",2,4,1,3,NA,9,65,190,0.44,5.4,95,998,53,1,0.13,0.22,0.23,1
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-05",1,4,1,3,NA,11,67,188,0.64,5.2,93,998,53,0.2,0.13,0.22,0.26,17
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",24,4,1,3,NA,11,66,191,0.8,5.6,94,998,53,0.4,0.14,0.22,0.41,2
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",23,4,1,6,NA,14,60,193,0.41,5.8,94,997,53,0.6,0.13,0.23,0.54,1
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",22,5,1,10,NA,10,56,190,0.73,5.5,96,997,53,0.2,0.16,0.29,0.65,3
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",21,4,4,17,NA,9,50,189,0.78,5.3,97,996,53,0.8,0.21,0.28,0.74,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",20,5,5,20,NA,10,49,192,0.71,5.7,92,996,53,0.2,0.21,0.33,0.79,16
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",19,5,6,25,NA,9,42,193,0.59,5.8,88,995,53,0,0.19,0.24,0.7,1
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",18,5,8,24,NA,9,44,191,0.97,5.5,90,995,53,0,0.21,0.53,0.75,3
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",17,4,6,23,NA,13,44,189,0.83,5.7,90,995,53,0,0.25,0.74,1.08,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",16,4,9,28,NA,9,40,196,0.5,5.4,94,994,72,0,0.15,0.4,0.76,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",15,3,8,26,NA,6,43,192,0.77,4.9,98,994,85,1.2,0.18,0.41,0.92,19
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",14,4,11,29,NA,15,38,201,0.74,5.8,96,994,104,1,0.18,0.7,0.93,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",13,4,9,27,NA,9,42,189,0.57,5,99,994,80,2,0.16,0.41,0.58,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",12,4,6,24,NA,6,48,192,0.76,4.8,99,994,58,1.2,0.13,0.62,0.23,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",11,4,7,22,NA,7,49,195,0.79,4.8,97,994,69,0.4,0.13,0.36,0.57,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",10,5,7,24,NA,15,45,201,0.63,5.5,95,994,59,1.6,0.14,1.42,1.01,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",9,4,10,31,NA,12,39,204,0.4,6.1,91,993,113,0,0.17,1.28,0.86,12
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",8,4,8,28,NA,9,43,190,0.42,5.2,96,993,53,0.6,0.16,0.26,0.8,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",7,4,4,21,NA,8,52,187,0.39,4.7,98,993,52,1.2,0.13,0.22,0.52,3
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",6,3,2,8,NA,8,68,195,0.97,5,95,994,53,0.8,0.13,0.22,0.54,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",5,4,1,5,NA,10,69,201,0.68,5.4,94,994,53,1,0.13,0.22,0.51,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",4,4,1,3,NA,10,71,199,0.61,5.9,92,994,53,0,0.13,0.22,0.6,1
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",3,4,1,2,NA,7,78,205,1,5.7,95,995,53,0.8,0.13,0.22,0.62,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",2,5,1,10,NA,14,72,223,0.62,6,97,995,53,2.2,0.16,0.22,0.75,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-04",1,4,2,7,NA,12,67,193,0.36,6.5,99,996,53,1,0.14,0.22,1.12,2
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",24,4,1,7,NA,17,69,275,0.4,6.9,100,996,53,1.8,0.18,0.22,1.12,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",23,5,1,12,NA,20,64,228,0.49,7.3,100,997,53,7.2,0.3,0.26,1.37,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",22,5,2,8,NA,14,59,235,0.56,8.2,100,997,53,5.4,0.28,0.23,0.98,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",21,5,3,13,NA,20,63,255,0.63,8.7,100,997,53,4,0.33,0.26,1.15,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",20,5,4,17,NA,24,54,262,0.82,9.4,99,997,53,5.6,0.29,0.42,1.25,3
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",19,5,8,20,NA,20,53,231,0.98,12.8,73,996,53,1,0.13,0.22,0.89,4
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",18,4,5,16,NA,14,57,224,1.53,13.9,59,997,53,0,0.13,0.22,1.03,7
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",17,3,7,20,NA,11,56,210,1.51,14.2,57,998,53,0,0.14,0.49,1.39,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",16,4,4,18,NA,16,53,227,1.23,14.5,55,1000,58,0,0.14,0.86,1.42,3
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",15,3,6,18,NA,25,56,222,1.55,14.7,54,1001,107,0,0.23,0.93,1.79,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",14,4,7,24,NA,15,52,234,0.72,15,54,1002,147,0,0.25,0.76,1.75,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",13,3,7,22,NA,14,53,213,1.06,14.6,55,1004,168,0,0.16,0.63,1.9,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",12,3,6,21,NA,12,53,201,1.17,13.8,63,1007,207,0,0.36,1.8,2.73,8
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",11,3,6,22,NA,19,48,192,0.99,12.6,69,1008,169,0,0.23,1.36,3.05,6
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",10,4,6,25,NA,18,45,185,1.04,10.8,74,1010,132,0,0.84,7.84,10.43,5
1,"Estación Avenida Constitución",43.529806,-5.673428,"2020-12-03",9,4,8,36,NA,19,30,186,0.35,9.7,77,1011,75,0,1.31,9.28,8.71,3
